player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ethan Crawford,173571,QB,SO MISS,1,-16.67,0,9,296,50.0,2,3,5.0,3.49,0,0,0.0,33.3,1,6,0.0,7,77.8,0,1,,,,,23.8,58.5,72.0,,36.3,,67.2,,,0,0,7,33.3,42.4,28.6,2,2,0,1,0,1,14.3,4,1.3,66.7,3,3,-2.0,3.2,0,0,0.0,66.7,2,2,0.0,5,55.6,0,0,,,,,22.7,56.8,71.6,,41.0,,64.5,,,0,0,5,50.0,70.1,20.0,1,1,0,0,0,1,20.0,3,1.0,100.0,1,2,5.0,3.1,0,0,0.0,50.0,1,4,0.0,4,44.4,0,1,,,,,63.3,65.6,67.4,,56.4,,64.2,,,0,0,4,25.0,56.3,25.0,1,1,0,1,0,0,0.0,4,2.0,0,100.0,2,2,-5.5,2.0,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,1.0
Beau Pribula,164182,QB,PENN STATE,1,-16.67,0,8,266,83.3,6,6,16.8,2.5,0,2,33.3,50.0,3,2,40.0,6,75.0,2,3,,,,,69.7,93.5,72.7,,94.3,,69.2,,,0,0,6,0.0,120.1,0.0,0,0,0,0,1,0,0.0,53,8.8,83.3,6,6,10.8,2.5,0,1,16.7,66.7,4,2,20.0,6,75.0,1,3,,,,,69.7,91.3,72.7,,91.5,,69.2,,,0,0,6,0.0,131.9,0.0,0,0,0,0,1,0,0.0,50,8.3,100.0,2,2,15.0,2.6,0,1,50.0,50.0,1,0,50.0,2,25.0,1,0,,,,,61.8,89.2,65.5,,88.3,,,,,0,0,2,,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0,0,100.0,2,2,-3.0,2.6,0,0,0.0,100.0,2,0,0.0,2,25.0,0,0,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,-4.33
Conner Weigman,158683,QB,TEXAS A&M,1,-16.67,0,8,312,40.0,5,5,23.2,3.53,0,0,0.0,40.0,2,4,0.0,8,100.0,0,2,,,,,64.9,43.4,69.8,,45.6,,57.3,,,0,1,8,50.0,26.7,25.0,2,1,0,0,0,1,12.5,37,7.4,50.0,2,2,9.0,3.78,0,0,0.0,50.0,1,3,0.0,5,62.5,0,1,,,,,63.8,48.6,68.6,,52.1,,57.3,,,0,0,5,66.7,72.9,40.0,2,1,0,0,0,0,0.0,14,7.0,33.3,3,3,32.7,3.1,0,0,0.0,33.3,1,1,0.0,3,37.5,0,1,,,,,62.7,47.0,66.6,,47.2,,,,,0,1,3,0.0,22.2,0.0,0,0,0,0,0,1,33.3,23,7.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.67
Brad Jackson,184354,QB,TEXAS ST,1,40.0,0,7,314,66.7,3,3,14.0,2.8,0,0,0.0,66.7,2,0,0.0,4,57.1,0,2,,,,,66.8,68.3,70.4,,64.6,,64.0,,,0,0,5,,109.7,0.0,0,1,0,0,0,0,0.0,42,14.0,75.0,4,5,7.3,2.32,1,0,0.0,60.0,3,1,0.0,6,85.7,0,2,,,,,67.1,61.4,71.0,,55.4,,64.0,,,0,0,7,0.0,143.8,0.0,0,1,0,0,1,0,0.0,74,14.8,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,,,,60.3,73.2,63.6,,72.6,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,0,100.0,2,3,-0.5,1.8,1,0,0.0,66.7,2,1,0.0,3,42.9,0,1,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,0.0,149.3,0.0,0,0,0,0,1,0,0.0,60,20.0,13.2
Ruel Tomlinson,188241,QB,KENT STATE,1,0.0,0,7,201,25.0,4,4,18.3,3.43,0,0,0.0,0.0,0,3,100.0,7,100.0,1,1,,,,,19.4,48.8,71.2,,48.2,,56.9,,,0,0,7,33.3,39.6,14.3,1,2,0,0,0,0,0.0,0,0.0,33.3,3,3,12.7,3.16,0,0,0.0,0.0,0,2,100.0,5,71.4,1,1,,,,,17.7,55.8,70.7,,54.0,,59.8,,,0,0,5,50.0,39.6,20.0,1,1,0,0,0,0,0.0,0,0.0,0.0,1,1,35.0,4.1,0,0,0.0,0.0,0,1,,2,28.6,0,0,,,,,61.8,44.0,65.5,,50.1,,57.3,,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
John-Keawe Sagapolutele,175709,QB,HAWAII,1,-40.0,0,6,180,40.0,5,5,17.2,2.43,0,1,20.0,40.0,2,2,0.0,6,100.0,0,1,,,,,64.2,42.8,70.4,,42.2,,,,,0,2,6,50.0,18.3,16.7,1,0,0,0,0,1,16.7,27,5.4,40.0,5,5,17.2,2.43,0,1,20.0,40.0,2,2,0.0,6,100.0,0,1,,,,,64.2,42.8,70.4,,42.2,,,,,0,2,6,50.0,18.3,16.7,1,0,0,0,0,1,16.7,27,5.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.4
Miles O'Neill,191260,QB,TEXAS A&M,1,-83.33,0,6,312,83.3,6,6,7.5,2.67,0,0,0.0,83.3,5,1,0.0,6,100.0,0,4,,,,,64.2,89.0,70.1,,88.5,,,,,0,0,6,0.0,141.7,0.0,0,0,0,0,1,0,0.0,51,8.5,83.3,6,6,7.5,2.67,0,0,0.0,83.3,5,1,0.0,6,100.0,0,4,,,,,64.2,89.0,70.1,,88.5,,,,,0,0,6,0.0,141.7,0.0,0,0,0,0,1,0,0.0,51,8.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.5
Walker White,184413,QB,AUBURN,1,40.0,0,6,115,40.0,5,5,10.0,2.15,0,0,0.0,40.0,2,0,0.0,6,100.0,0,1,,,,,19.9,31.4,72.2,,36.2,,47.6,,,0,0,6,,50.4,0.0,0,1,0,0,0,1,16.7,18,3.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,14.3,43.7,71.0,,,,49.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,40.0,5,5,10.0,2.15,0,0,0.0,40.0,2,0,0.0,6,100.0,0,1,,,,,64.2,34.2,68.6,,36.2,,57.3,,,0,0,6,,50.4,0.0,0,1,0,0,0,1,16.7,18,3.6,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,3.6
Dylan Lonergan,172386,QB,ALABAMA,1,-83.33,0,6,103,80.0,5,5,4.0,2.0,0,0,0.0,80.0,4,2,0.0,5,83.3,0,1,,,,,63.8,60.6,70.4,,60.0,,,,,0,0,5,0.0,80.8,0.0,0,0,0,0,0,0,0.0,17,3.4,83.3,6,6,3.0,1.92,0,0,0.0,83.3,5,2,0.0,6,100.0,0,1,,,,,64.2,61.4,70.7,,60.8,,,,,0,0,6,0.0,82.6,0.0,0,0,0,0,0,0,0.0,23,3.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,16.7,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,-3.83
Quentin Hayes,186423,QB,AIR FORCE,1,0.0,0,6,101,100.0,5,5,18.0,3.23,0,3,50.0,100.0,5,2,0.0,6,100.0,0,5,,,,66.7,31.8,93.2,77.1,,92.1,92.3,75.8,,,0,0,7,50.0,118.8,16.7,1,0,0,0,0,0,0.0,110,22.0,100.0,1,1,27.0,2.85,0,1,100.0,100.0,1,1,0.0,2,33.3,0,1,,,,,28.7,90.0,76.8,,85.7,,75.8,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,32,32.0,100.0,4,4,15.8,3.43,0,2,40.0,100.0,4,1,0.0,4,66.7,0,4,,,,66.7,64.6,93.3,68.6,,88.5,92.3,,,,0,0,5,0.0,118.8,0.0,0,0,0,0,0,0,0.0,78,19.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-12.5
Gevani McCoy,147609,QB,OREGON ST,1,0.0,0,4,265,0.0,1,1,11.0,4.2,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,,64.8,56.0,68.6,,54.1,,60.2,,,0,0,3,50.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0,0.0,2,2,2.5,4.33,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,,64.8,52.9,68.6,,50.1,,60.2,,,0,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,,0,0,,3.1,0,0,,,0,1,,1,25.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,0.0,1,1,-6.0,3.5,0,0,0.0,0.0,0,1,,1,25.0,0,0,,,,,60.3,54.8,63.6,,55.3,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Brandon Nunez,183978,QB,NEW MEX ST,1,50.0,0,4,242,66.7,3,3,1.7,2.2,0,0,0.0,33.3,1,1,50.0,3,75.0,1,1,,,,,66.4,64.1,71.4,,56.0,,64.5,,,0,0,3,0.0,46.5,0.0,0,0,0,0,0,0,0.0,12,4.0,50.0,2,2,1.0,2.0,0,0,0.0,0.0,0,1,100.0,2,50.0,1,0,,,,,66.2,63.4,71.2,,54.6,,64.5,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,1.0,2.55,0,0,0.0,50.0,1,0,0.0,2,50.0,0,1,,,,,61.8,54.4,65.5,,54.5,,,,,0,0,2,,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,0,0.0,1,1,-1.0,2.5,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,60.3,56.9,63.6,,57.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,6.0
Bryson Barnes,131845,QB,UTAH ST,1,-100.0,0,3,329,100.0,1,1,8.0,3.6,0,0,0.0,100.0,1,1,0.0,2,66.7,0,1,,,,,69.7,59.6,72.0,,63.8,,57.6,,,0,0,3,0.0,118.8,0.0,0,1,0,0,1,0,0.0,2,2.0,100.0,2,2,1.5,1.9,0,0,0.0,100.0,2,1,0.0,2,66.7,0,2,,,,,69.7,63.0,72.0,,64.8,,59.5,,,0,0,3,0.0,118.8,0.0,0,0,0,0,2,0,0.0,4,2.0,,0,0,,5.6,0,0,,,0,0,,1,33.3,0,0,,,,,60.3,55.1,63.6,,,,57.8,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,100.0,1,1,-5.0,2.2,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,-2.0
Christian Gelov,123074,QB,PURDUE,1,-33.33,0,3,273,66.7,3,3,14.0,2.57,0,1,33.3,33.3,1,1,50.0,3,100.0,1,1,,,,,64.8,92.0,68.6,,90.8,,61.4,,,0,0,3,0.0,66.0,0.0,0,0,0,0,0,0,0.0,26,8.7,66.7,3,3,14.0,2.57,0,1,33.3,33.3,1,1,50.0,3,100.0,1,1,,,,,64.8,92.0,68.6,,90.8,,61.4,,,0,0,3,0.0,66.0,0.0,0,0,0,0,0,0,0.0,26,8.7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.67
Austin Mack,171934,QB,ALABAMA,1,-100.0,0,3,103,66.7,3,3,21.3,2.73,0,1,33.3,66.7,2,0,0.0,3,100.0,0,2,,,,,62.7,76.6,68.1,,76.2,,,,,0,0,3,,149.3,0.0,0,0,0,0,1,0,0.0,39,13.0,100.0,2,2,18.5,2.45,0,1,50.0,100.0,2,0,0.0,2,66.7,0,2,,,,,61.8,88.7,67.4,,88.0,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,39,19.5,0.0,1,1,27.0,3.3,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,,60.3,50.5,63.6,,50.8,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-19.5
Cameron Friel,146195,QB,UNLV,1,100.0,0,3,325,100.0,3,3,5.3,1.53,0,0,0.0,100.0,3,1,0.0,3,100.0,0,2,,,,,13.8,34.9,70.4,,50.8,,45.1,,,0,0,3,0.0,91.7,0.0,0,0,0,0,0,0,0.0,18,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,9.8,33.7,69.5,,,,45.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,3,3,5.3,1.53,0,0,0.0,100.0,3,1,0.0,3,100.0,0,2,,,,,62.7,50.7,66.6,,50.8,,,,,0,0,3,0.0,91.7,0.0,0,0,0,0,0,0,0.0,18,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.0
Kirk Francis,173296,QB,TULSA,1,0.0,0,2,320,,0,1,,4.85,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,61.8,55.3,68.1,,55.3,,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,1,,4.85,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,61.8,55.3,68.1,,55.3,,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Blake Horvath,162555,QB,NAVY,1,0.0,0,2,237,0.0,1,1,1.0,2.55,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,,69.6,75.5,71.4,,58.9,,71.1,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1.0,2.6,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,,69.7,78.0,71.2,,61.0,,71.1,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,2.5,0,0,,,0,1,,1,50.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
John Alan Richter,156999,QB,TOLEDO,1,-100.0,0,2,316,100.0,1,1,2.0,2.55,0,0,0.0,100.0,1,1,0.0,2,100.0,0,0,,,,,61.8,59.7,69.5,,58.9,,,,,0,0,2,100.0,83.3,50.0,1,0,0,0,0,0,0.0,4,4.0,100.0,1,1,2.0,2.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,62.2,69.1,,61.0,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,2.5,0,0,,,0,1,,1,50.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
Israel Carter,175310,QB,USF,1,0.0,0,1,327,,0,0,,5.3,0,0,,,0,0,,1,100.0,0,0,,,,,67.5,69.6,71.8,,,,65.2,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,67.3,76.3,71.6,,,,69.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.3,0,0,,,0,0,,1,100.0,0,0,,,,,60.3,53.9,63.6,,,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
James Ferguson-Reynolds,157204,P,BOISE ST,1,0.0,0,1,120,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,,,,,60.3,57.6,60.0,,59.4,,,,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,,,,,60.3,57.6,60.0,,59.4,,,,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
AJ Swann,157186,QB,LSU,1,-100.0,0,1,211,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,1.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,1.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-2.0
Travis Hunter,160766,CB,COLORADO,1,0.0,0,1,143,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,1,66.5,63.9,0.0,73.1,64.6,74.2,77.6,78.5,,71.6,64.6,63.2,78.5,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,68.6,65.9,0.0,74.9,65.0,71.8,77.3,78.5,,73.5,,63.2,78.5,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,1,47.0,45.1,68.7,66.7,62.4,54.1,74.6,,,53.7,64.6,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,55.0,54.6,69.9,70.7,62.9,48.9,73.6,,,55.3,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Iverson Hooks,163020,WR,UAB,1,-100.0,0,1,321,100.0,1,1,40.0,3.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,66.7,62.4,70.8,73.0,,75.7,63.7,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,71,71.0,100.0,1,1,40.0,3.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,62.3,72.8,,75.7,54.1,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,71,71.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,72.5,69.4,,,69.7,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,55.6,68.8,,,56.8,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-71.0
Malachi Fields,151069,WR,VIRGINIA,1,0.0,0,1,335,0.0,1,1,25.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,73.1,11.7,68.4,77.9,,50.8,70.5,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,25.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,73.1,11.7,64.1,77.9,,50.8,63.8,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,77.0,71.0,,,71.0,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,68.0,70.2,,,57.3,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Braedon Sloan,150238,HB,BALL ST,1,0.0,0,1,117,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,,,,,69.7,57.8,74.4,,,53.8,58.2,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,69.7,59.6,73.9,,,53.5,60.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,55.8,68.6,,,58.9,57.3,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,60.0,66.8,,,57.9,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kyre Duplessis,147082,WR,COAST CAR,1,0.0,0,1,141,100.0,1,1,20.0,1.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,,60.3,79.3,66.1,,76.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,20.0,1.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,,60.3,79.3,66.1,,76.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Henry Hesson,145798,QB,MIAMI OH,1,0.0,0,1,221,,0,0,,4.0,0,0,,,0,1,,1,100.0,0,0,,,,,63.7,59.8,71.2,,60.0,,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.0,0,0,,,0,1,,1,100.0,0,0,,,,,63.7,59.8,71.2,,60.0,,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
