player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
John Rhys Plumlee,97602,QB,UCF,1,-11.11,0,21,323,71.4,14,15,20.0,3.04,0,5,29.4,66.7,10,4,0.0,18,85.7,0,9,,,,32.9,90.3,76.5,,91.0,60.0,,68.8,,,0,0,20,25.0,149.3,5.6,1,2,0,1,3,1,5.0,292,19.5,66.7,9,9,15.9,2.98,0,2,18.2,66.7,6,1,0.0,10,47.6,0,5,,,,73.0,83.9,76.0,,87.0,,,66.8,,,0,0,12,0.0,149.3,0.0,0,1,0,0,2,0,0.0,173,19.2,62.5,8,9,16.5,2.74,0,3,33.3,55.6,5,4,0.0,11,52.4,0,5,,,,18.5,80.6,70.7,,77.5,60.0,,64.1,,,0,0,11,25.0,137.5,9.1,1,1,0,1,1,1,9.1,126,14.0,0,33.3,3,3,-1.7,1.73,0,0,0.0,33.3,1,1,0.0,3,14.3,0,1,,,,62.7,47.9,66.6,,48.0,,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,7,2.3,-5.22
Billy Wiles,144144,QB,SO MISS,1,-9.52,0,21,296,63.6,11,13,9.1,3.49,0,0,0.0,53.8,7,6,0.0,18,85.7,0,5,,,,25.4,55.8,74.2,,62.0,,,50.2,,,2,0,18,33.3,75.5,11.1,2,3,0,0,0,1,5.6,89,6.8,75.0,8,9,4.0,3.07,0,0,0.0,66.7,6,3,0.0,12,57.1,0,3,,,,22.6,60.3,73.5,,66.5,,,52.6,,,1,0,12,33.3,121.1,8.3,1,2,0,0,1,1,8.3,57,6.3,66.7,6,7,9.2,3.5,0,0,0.0,57.1,4,3,0.0,9,42.9,0,2,,,,65.1,54.6,69.8,,57.9,,,57.0,,,1,0,9,33.3,77.7,11.1,1,1,0,0,0,0,0.0,47,6.7,0,100.0,3,3,-4.3,1.8,0,0,0.0,100.0,3,0,0.0,3,14.3,0,0,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,,127.1,0.0,0,0,0,0,1,0,0.0,15,5.0,0.38
Kyron Drones,144506,QB,VA TECH,1,22.22,0,20,337,81.8,11,14,9.9,2.95,0,1,7.1,64.3,9,6,0.0,15,75.0,0,7,,,,75.0,89.7,75.8,,84.9,,,74.4,,,0,0,15,0.0,147.3,0.0,0,1,0,3,2,0,0.0,196,14.0,85.7,7,9,11.7,2.84,0,1,11.1,55.6,5,4,16.7,10,50.0,1,4,,,,34.7,82.3,75.4,,73.8,,,72.9,,,0,0,10,25.0,137.5,10.0,1,0,0,2,1,1,10.0,139,15.4,87.5,8,9,2.8,2.48,0,0,0.0,77.8,7,2,0.0,10,50.0,0,4,,,,65.4,78.5,70.1,,74.1,,,64.1,,,0,0,10,0.0,140.7,0.0,0,1,0,1,1,0,0.0,80,8.9,0,100.0,4,4,-1.3,1.8,0,0,0.0,75.0,3,0,25.0,5,25.0,1,1,,,,12.1,50.1,68.1,,50.0,,,,,,0,0,5,,88.5,20.0,1,0,0,0,0,1,20.0,23,5.8,-6.55
Chevan Cordeiro,75886,QB,S JOSE ST,1,-13.85,0,20,285,62.5,16,16,11.1,2.98,0,1,5.6,56.3,9,4,10.0,18,90.0,1,9,,,,40.2,72.5,76.5,,76.7,,,56.8,,,0,0,20,25.0,126.6,5.6,1,1,0,0,3,0,0.0,146,9.1,61.5,13,13,10.0,3.11,0,1,6.7,53.8,7,4,12.5,15,75.0,1,7,,,,37.9,70.2,76.3,,74.6,,,56.8,,,0,0,17,25.0,126.0,6.7,1,1,0,0,3,0,0.0,123,9.5,50.0,4,5,10.0,2.32,0,0,0.0,40.0,2,0,0.0,5,25.0,0,2,,,,63.8,69.0,68.1,,68.6,,,,,,0,0,5,,54.6,0.0,0,0,0,1,0,0,0.0,23,4.6,0,0.0,1,2,-7.0,2.3,0,0,0.0,0.0,0,0,,2,10.0,0,0,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,-4.86
DJ Uiagalelei,122162,QB,OREGON ST,1,-27.78,0,19,265,80.0,15,18,13.1,3.16,0,1,5.6,61.1,11,6,8.3,18,94.7,1,10,,,,68.3,83.5,74.7,,81.9,,,64.5,,,1,0,18,0.0,142.1,0.0,0,0,0,2,2,0,0.0,245,13.6,88.9,9,9,9.3,2.54,0,1,11.1,77.8,7,2,12.5,9,47.4,1,6,,,,67.4,86.0,73.7,,84.8,,,64.5,,,0,0,9,0.0,155.8,0.0,0,0,0,0,1,0,0.0,128,14.2,71.4,7,10,15.3,3.65,0,0,0.0,50.0,5,4,0.0,10,52.6,0,4,,,,65.4,69.9,70.1,,69.5,,,,,,1,0,10,0.0,123.8,0.0,0,0,0,2,1,0,0.0,112,11.2,0,100.0,1,1,-6.0,2.6,0,0,0.0,100.0,1,0,0.0,1,5.3,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,-3.02
Aveon Smith,130529,QB,MIAMI OH,1,-61.54,0,19,221,45.5,11,13,9.7,3.82,0,0,0.0,30.8,4,10,20.0,15,78.9,1,2,,,,72.9,67.8,76.1,,61.4,,,66.8,,,0,0,16,10.0,40.2,6.7,1,1,0,2,0,0,0.0,23,1.8,75.0,12,13,2.7,2.96,0,0,0.0,61.5,8,7,11.1,14,73.7,1,4,,,,72.9,69.8,75.9,,63.7,,,66.8,,,0,0,14,0.0,69.4,0.0,0,1,0,1,0,0,0.0,50,3.8,0.0,3,4,21.7,4.14,0,0,0.0,0.0,0,3,,5,26.3,0,0,,,,64.2,60.2,68.6,,60.0,,,,,,0,0,6,33.3,39.6,20.0,1,0,0,1,0,0,0.0,0,0.0,0,100.0,4,4,-2.5,1.2,0,0,0.0,100.0,4,0,0.0,4,21.1,0,2,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,,94.8,0.0,0,0,0,0,0,0,0.0,27,6.8,-3.85
Gavin Wimsatt,155757,QB,RUTGERS,1,14.29,0,19,278,47.1,17,18,10.5,2.84,0,0,0.0,38.9,7,5,12.5,19,100.0,1,5,,,,26.5,55.1,75.3,,50.3,,,66.1,,,0,1,19,20.0,32.9,5.3,1,0,0,1,0,2,10.5,93,5.2,46.2,13,14,9.8,2.69,0,0,0.0,35.7,5,3,16.7,15,78.9,1,4,,,,24.9,61.0,74.9,,56.0,,,66.1,,,0,0,15,33.3,53.9,6.7,1,0,0,1,0,1,6.7,74,5.3,50.0,4,4,12.5,3.4,0,0,0.0,50.0,2,2,0.0,4,21.1,0,1,,,,63.3,43.9,67.4,,44.2,,,,,,0,1,4,0.0,24.0,0.0,0,0,0,0,0,1,25.0,19,4.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-0.54
Chris Parson,172551,QB,MISS STATE,1,63.64,0,17,227,40.0,10,11,10.6,3.19,0,0,0.0,36.4,4,10,0.0,16,94.1,0,3,,,,66.8,34.7,74.0,,29.2,60.0,,62.2,,,1,3,18,20.0,5.7,12.5,2,3,0,0,0,4,22.2,34,3.1,40.0,10,11,9.0,2.71,0,0,0.0,36.4,4,8,0.0,14,82.4,0,1,,,,66.5,29.1,73.7,,27.8,60.0,,60.6,,,1,3,16,25.0,5.3,14.3,2,1,0,0,0,4,25.0,17,1.5,100.0,1,1,14.0,4.8,0,0,0.0,100.0,1,2,0.0,3,17.6,0,2,,,,62.7,74.1,66.6,,72.6,,,62.1,,,0,0,3,0.0,118.8,0.0,0,2,0,0,0,0,0.0,19,19.0,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,5.9,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,17.45
Malik Hornsby,123957,QB,TEXAS ST,1,0.0,0,16,314,75.0,8,8,13.9,3.84,0,0,0.0,50.0,4,4,33.3,16,100.0,2,3,,,,71.6,62.8,74.6,,69.7,,,56.9,,,0,0,17,25.0,60.4,6.3,1,7,0,0,0,0,0.0,32,4.0,100.0,2,2,3.0,4.26,0,0,0.0,50.0,1,3,50.0,7,43.8,1,2,,,,71.6,63.8,73.5,,62.5,,,61.5,,,0,0,7,33.3,56.3,14.3,1,4,0,0,0,0,0.0,4,2.0,66.7,6,6,17.5,3.51,0,0,0.0,50.0,3,1,25.0,9,56.3,1,1,,,,65.4,60.6,70.1,,70.1,,,50.2,,,0,0,10,0.0,63.2,0.0,0,3,0,0,0,0,0.0,28,4.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.67
Maddux Madsen,163379,QB,BOISE ST,1,63.64,0,16,120,44.4,9,11,21.1,2.52,0,2,18.2,36.4,4,4,0.0,14,87.5,0,4,,,,66.2,75.2,73.6,,81.8,,,52.7,,,0,0,14,25.0,124.1,7.1,1,2,2,0,2,0,0.0,161,14.6,44.4,9,11,11.1,2.18,0,1,9.1,36.4,4,2,0.0,13,81.3,0,3,,,,66.0,61.6,73.5,,66.8,,,52.7,,,0,0,13,0.0,65.0,0.0,0,2,2,0,0,0,0.0,86,7.8,100.0,2,2,40.5,3.43,0,1,50.0,100.0,2,2,0.0,3,18.8,0,2,,,,62.7,91.5,66.6,,91.3,,,,,,0,0,3,50.0,158.3,33.3,1,0,0,0,2,0,0.0,116,58.0,0,100.0,2,2,-4.5,1.65,0,0,0.0,100.0,2,0,0.0,2,12.5,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,41,20.5,50.18
Jeff Sims,122496,QB,NEBRASKA,1,-16.67,0,15,238,72.7,11,11,8.7,3.34,0,0,0.0,63.6,7,4,12.5,13,86.7,1,1,,,,27.1,37.8,74.1,,37.1,,,51.9,,,0,2,13,25.0,37.9,7.7,1,1,0,0,0,2,15.4,59,5.4,77.8,9,9,7.6,2.72,0,0,0.0,66.7,6,3,14.3,9,60.0,1,1,,,,25.5,49.9,73.6,,53.6,,,53.4,,,0,1,9,0.0,41.7,0.0,0,0,0,0,0,1,11.1,51,5.7,66.7,3,4,7.7,3.58,1,0,0.0,50.0,2,1,0.0,6,40.0,0,0,,,,64.2,28.9,68.6,,29.3,,,57.3,,,0,1,6,100.0,16.7,16.7,1,1,0,0,0,1,16.7,11,2.8,0,100.0,1,2,-5.0,1.3,1,0,0.0,50.0,1,0,0.0,2,13.3,0,0,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,-2.92
T.J. Finley,124093,QB,TEXAS ST,1,-26.67,0,15,314,55.6,9,9,4.9,3.05,0,0,0.0,44.4,4,8,20.0,13,86.7,1,2,,,,67.0,51.9,73.5,,50.2,,,59.2,,,0,0,13,37.5,57.2,23.1,3,1,0,0,0,0,0.0,39,4.3,66.7,6,6,4.3,2.8,0,0,0.0,66.7,4,4,0.0,9,60.0,0,2,,,,66.3,56.1,73.0,,54.8,,,59.2,,,0,0,9,50.0,84.7,22.2,2,1,0,0,0,0,0.0,39,6.5,60.0,5,5,2.6,3.07,0,0,0.0,40.0,2,4,33.3,6,40.0,1,0,,,,64.2,53.1,68.6,,53.0,,,,,,0,0,6,25.0,47.9,16.7,1,0,0,0,0,0,0.0,10,2.0,0,100.0,2,2,-2.5,1.95,0,0,0.0,100.0,2,0,0.0,2,13.3,0,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,-4.5
Mike Wright Jr.,124366,QB,MISS STATE,1,-10.0,0,14,227,66.7,6,7,7.7,4.08,0,0,0.0,57.1,4,7,0.0,12,85.7,0,3,,,,26.0,49.6,73.7,,45.7,,,57.5,,,0,0,12,28.6,90.8,16.7,2,3,0,1,0,1,8.3,69,9.9,100.0,3,5,9.3,3.47,1,0,0.0,60.0,3,3,0.0,7,50.0,0,2,,,,23.8,63.4,73.1,,57.1,,,63.9,,,0,0,7,66.7,87.1,28.6,2,0,0,1,0,1,14.3,42,8.4,50.0,4,4,3.8,4.03,0,0,0.0,50.0,2,4,0.0,7,50.0,0,1,,,,64.6,35.3,69.1,,41.9,,,50.2,,,0,0,7,0.0,70.8,0.0,0,3,0,0,0,0,0.0,26,6.5,0,100.0,1,2,-3.0,1.75,1,0,0.0,50.0,1,0,0.0,2,14.3,0,0,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,-1,-0.5,-1.9
Xavier Arline,121831,QB,NAVY,1,-87.5,0,12,237,60.0,5,5,16.8,3.51,0,1,16.7,60.0,3,3,0.0,7,58.3,0,1,,,,75.9,64.8,75.9,,43.0,,,69.1,,,0,1,8,33.3,104.2,14.3,1,1,0,0,1,1,12.5,67,13.4,87.5,8,8,4.9,2.04,0,1,11.1,87.5,7,2,0.0,9,75.0,0,3,,,,75.8,80.5,76.1,,74.9,,,70.9,,,0,0,10,50.0,153.6,11.1,1,0,0,0,1,0,0.0,91,11.4,0.0,2,2,17.0,4.73,0,0,0.0,0.0,0,2,,3,25.0,0,0,,,,63.3,25.8,67.4,,26.0,,,57.3,,,0,1,4,0.0,0.0,0.0,0,1,0,0,0,1,25.0,0,0.0,0,80.0,5,5,-2.2,1.6,0,0,0.0,80.0,4,1,0.0,5,41.7,0,2,,,,64.2,60.1,68.6,,59.9,,,,,,0,0,6,0.0,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,-11.38
Jensen Jones,133209,QB,AIR FORCE,1,-50.0,0,11,101,57.1,7,7,23.4,3.77,0,3,37.5,42.9,3,5,25.0,11,100.0,1,4,,,,17.7,80.5,75.7,,90.9,,,59.6,,,0,1,12,0.0,50.3,0.0,0,4,0,0,0,0,0.0,114,16.3,66.7,6,6,25.5,3.31,0,3,42.9,50.0,3,4,25.0,9,81.8,1,4,,,,16.9,82.6,75.6,,93.0,,,56.9,,,0,1,10,0.0,56.3,0.0,0,3,0,0,0,0,0.0,114,19.0,0.0,1,1,11.0,5.85,0,0,0.0,0.0,0,1,,2,18.2,0,0,,,,61.8,58.1,65.5,,48.5,,,64.0,,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-19.0
Tahj Bullock,144070,QB,AKRON,1,-40.0,0,11,102,50.0,6,6,19.8,3.28,0,0,0.0,33.3,2,7,33.3,11,100.0,1,2,,,,68.5,63.0,71.8,,42.9,,,76.6,,,0,0,11,42.9,43.8,27.3,3,2,0,0,0,0,0.0,20,3.3,60.0,5,5,17.8,2.89,0,0,0.0,40.0,2,4,33.3,8,72.7,1,2,,,,68.2,64.6,71.2,,47.8,,,73.6,,,0,0,8,50.0,52.1,25.0,2,1,0,0,0,0,0.0,20,4.0,0.0,1,1,30.0,4.33,0,0,0.0,0.0,0,3,,3,27.3,0,0,,,,62.7,57.9,66.6,,47.5,,,64.3,,,0,0,3,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
Brady Lichtenberg,144226,QB,CINCINNATI,1,10.0,0,11,138,75.0,4,5,8.3,3.48,0,0,0.0,60.0,3,5,0.0,9,81.8,0,2,,,,65.1,68.0,72.5,,51.6,,,73.8,,,0,0,9,20.0,78.8,11.1,1,3,0,1,0,0,0.0,32,6.4,100.0,1,2,6.0,2.7,0,0,0.0,50.0,1,1,0.0,3,27.3,0,1,,,,62.7,65.9,71.4,,57.9,,,63.1,,,1,0,3,0.0,56.3,0.0,0,1,0,0,0,0,0.0,6,3.0,75.0,4,5,6.3,3.48,0,0,0.0,60.0,3,5,0.0,8,72.7,0,1,,,,64.9,64.8,69.5,,51.9,,,71.0,,,0,0,8,20.0,74.6,12.5,1,2,0,1,0,0,0.0,27,5.4,0,100.0,1,2,-2.0,2.3,0,0,0.0,50.0,1,1,0.0,2,18.2,0,0,,,,61.8,58.9,65.5,,58.9,,,,,,1,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,2.4
Aidan Chiles,173727,QB,OREGON ST,1,50.0,0,10,265,75.0,8,8,12.0,2.94,0,0,0.0,62.5,5,3,16.7,10,100.0,1,3,,,,67.6,60.1,73.1,,54.1,,,65.4,,,0,0,11,33.3,132.8,10.0,1,1,0,0,1,0,0.0,75,9.4,66.7,6,6,13.7,2.83,0,0,0.0,50.0,3,3,25.0,8,80.0,1,1,,,,67.4,59.7,72.8,,52.7,,,65.4,,,0,0,9,33.3,61.8,12.5,1,1,0,0,0,0,0.0,26,4.3,100.0,2,2,7.0,3.4,0,0,0.0,100.0,2,0,0.0,2,20.0,0,2,,,,61.8,60.9,65.5,,60.8,,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,49,24.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,20.17
J.J. McCarthy,144918,QB,MICHIGAN,1,16.67,0,10,222,100.0,5,6,5.2,3.06,1,0,0.0,83.3,5,4,0.0,8,80.0,0,4,,,,71.6,74.4,76.0,,54.3,,,76.4,,,0,0,9,25.0,96.5,12.5,1,1,0,0,0,0,0.0,43,7.2,100.0,5,6,2.2,2.26,1,0,0.0,83.3,5,3,0.0,7,70.0,0,3,,,,71.6,77.0,75.9,,60.3,,,74.8,,,0,0,7,33.3,100.7,14.3,1,0,0,0,0,0,0.0,49,8.2,100.0,2,2,3.5,3.63,0,0,0.0,100.0,2,1,0.0,3,30.0,0,2,,,,63.3,60.3,67.4,,53.2,,,63.7,,,0,0,4,0.0,89.6,0.0,0,1,0,0,0,0,0.0,11,5.5,0,100.0,2,2,-4.0,1.1,0,0,0.0,100.0,2,0,0.0,2,20.0,0,1,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,-2.67
Goose Crowder,144781,QB,TROY,1,-41.67,0,9,318,57.1,7,7,12.9,2.88,0,0,0.0,57.1,4,1,0.0,9,100.0,0,3,,,,65.4,47.7,71.0,,51.6,,,53.6,,,0,0,10,0.0,116.1,0.0,0,2,0,0,1,0,0.0,45,6.4,75.0,4,4,4.8,3.08,0,0,0.0,75.0,3,1,0.0,6,66.7,0,2,,,,64.2,47.2,69.8,,52.9,,,53.6,,,0,0,6,0.0,131.3,0.0,0,2,0,0,1,0,0.0,26,6.5,33.3,3,3,23.7,2.47,0,0,0.0,33.3,1,0,0.0,3,33.3,0,1,,,,63.3,54.5,67.4,,54.5,,,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,19,6.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-0.17
Ethan Crawford,173571,QB,SO MISS,1,16.67,0,9,296,57.1,7,8,22.1,3.36,1,0,0.0,37.5,3,5,25.0,8,88.9,1,3,,,,69.8,58.9,75.4,,56.7,55.9,,60.8,,,0,0,9,0.0,95.8,0.0,0,0,0,0,1,0,0.0,44,5.5,50.0,2,3,8.5,3.13,1,0,0.0,33.3,1,2,0.0,3,33.3,0,0,,,,69.7,56.0,74.8,,46.7,,,60.8,,,0,0,3,0.0,46.5,0.0,0,0,0,0,0,0,0.0,12,4.0,66.7,6,6,23.2,3.12,0,0,0.0,50.0,3,3,25.0,6,66.7,1,3,,,,64.9,63.6,69.8,,64.7,55.9,,,,,0,0,8,0.0,113.9,0.0,0,0,0,0,1,0,0.0,44,7.3,0,100.0,1,1,1.0,1.2,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,3.33
Heinrich Haarberg,144993,QB,NEBRASKA,1,-25.0,0,7,238,33.3,3,3,16.7,3.28,0,0,0.0,0.0,0,3,100.0,5,71.4,1,0,,,,64.2,42.6,71.0,,44.0,,,57.3,,,0,1,6,33.3,0.0,20.0,1,1,0,0,0,1,16.7,0,0.0,25.0,4,4,5.8,2.34,0,0,0.0,25.0,1,3,0.0,5,71.4,0,0,,,,64.2,32.6,71.0,,32.7,,,57.3,,,0,1,6,0.0,0.0,0.0,0,1,0,0,0,1,16.7,0,0.0,100.0,1,1,18.0,3.95,0,0,0.0,0.0,0,1,100.0,2,28.6,1,0,,,,61.8,70.5,65.5,,70.1,,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0,50.0,2,2,-4.5,1.6,0,0,0.0,50.0,1,1,0.0,2,28.6,0,0,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Mitch Griffis,123386,QB,WAKE,1,-100.0,0,7,339,50.0,2,2,10.0,2.7,0,0,0.0,50.0,1,3,0.0,6,85.7,0,0,,,,65.7,51.0,70.1,,45.0,,,62.7,,,0,0,6,100.0,66.7,50.0,3,1,0,0,0,0,0.0,11,5.5,100.0,2,2,3.0,2.38,0,0,0.0,100.0,2,3,0.0,5,71.4,0,0,,,,65.5,58.5,69.8,,48.9,,,63.5,,,0,0,5,100.0,106.3,60.0,3,0,0,0,0,0,0.0,19,9.5,0.0,1,1,11.0,2.8,0,0,0.0,0.0,0,0,,2,28.6,0,0,,,,61.8,49.4,65.5,,55.3,,,57.3,,,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-3.0,1.3,0,0,0.0,100.0,1,0,0.0,1,14.3,0,0,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,-9.5
Tyler Van Dyke,122225,QB,MIAMI FL,1,-28.57,0,7,220,50.0,6,6,12.0,2.73,0,0,0.0,33.3,2,2,33.3,6,85.7,1,2,,,,64.2,61.6,69.1,,61.4,,,,,,0,1,6,0.0,10.4,0.0,0,0,0,0,0,1,16.7,29,4.8,50.0,6,7,12.0,2.53,1,0,0.0,28.6,2,2,33.3,7,100.0,1,2,,,,64.6,60.2,69.5,,60.0,,,,,,0,1,7,0.0,4.8,0.0,0,0,0,0,0,1,14.3,29,4.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,1,,1.3,1,0,0.0,0.0,0,0,,1,14.3,0,0,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-4.14
Spencer Sanders,77660,QB,OLE MISS,1,41.67,0,7,226,57.1,7,7,12.7,2.97,0,0,0.0,57.1,4,2,0.0,7,100.0,0,3,,,,69.7,69.3,72.8,,58.4,,,70.8,,,0,0,7,0.0,86.0,0.0,0,0,0,0,0,0,0.0,61,8.7,33.3,3,3,6.7,4.23,0,0,0.0,33.3,1,2,0.0,3,42.9,0,1,,,,69.7,69.6,72.2,,53.6,,,70.8,,,0,0,3,0.0,50.7,0.0,0,0,0,0,0,0,0.0,15,5.0,75.0,4,4,17.3,2.03,0,0,0.0,75.0,3,0,0.0,4,57.1,0,2,,,,63.3,63.6,67.4,,63.4,,,,,,0,0,4,,112.5,0.0,0,0,0,0,0,0,0.0,46,11.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.5
