player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jalen Milroe,146590,QB,ALABAMA,1,12,66.7,3,3,7.3,2.26,0,0,0.0,66.7,2,1,0.0,5,41.7,0,3,,,,,13.4,31.5,68.6,27.8,,,64.9,0,0,6,100.0,149.3,20.0,1,1,0,0,1,1,16.7,45,15.0,0,103,24.9,53.9,30.8,79.7,60.0,5,6,11.2,3.13,0,0,0.0,33.3,2,2,33.3,7,58.3,1,1,,,,,65.1,64.3,69.8,51.3,,,70.0,0,0,9,0.0,43.8,0.0,0,1,0,1,0,0,0.0,20,3.3,71.4,7,7,4.0,2.42,0,0,0.0,57.1,4,0,20.0,9,75.0,1,4,,,,,65.8,60.8,70.7,44.6,,,79.0,0,0,12,,128.0,0.0,0,2,0,0,1,0,0.0,65,9.3,0,0.0,1,2,50.0,3.8,0,0,0.0,0.0,0,3,,3,25.0,0,0,,,,,9.4,28.0,66.6,28.2,,,,0,0,3,33.3,39.6,33.3,1,0,0,1,0,1,33.3,0,0.0
Jalen Kitna,146688,QB,FLORIDA,1,12,60.0,5,5,7.4,2.44,0,0,0.0,60.0,3,3,0.0,5,41.7,0,2,,,,,63.8,59.2,68.1,59.1,,,,0,0,5,0.0,81.3,0.0,0,0,0,0,0,0,0.0,35,7.0,0,163,66.2,68.9,71.6,,71.4,7,7,21.3,3.27,0,1,11.1,71.4,5,0,0.0,7,58.3,0,4,,,,,65.1,76.0,69.8,75.5,,,,0,0,9,,153.3,0.0,0,0,0,0,1,0,0.0,117,16.7,66.7,9,9,18.8,2.92,0,1,10.0,66.7,6,0,0.0,9,75.0,0,5,,,,,65.4,76.6,70.1,76.0,,,,0,0,10,,146.8,0.0,0,0,0,0,1,0,0.0,131,14.6,1,66.7,3,3,5.7,2.93,0,0,0.0,66.7,2,3,0.0,3,25.0,0,1,,,,,63.3,56.9,67.4,56.8,,,,0,0,4,0.0,86.8,0.0,0,0,0,0,0,0,0.0,21,7.0
Anthony Richardson,124393,QB,FLORIDA,1,11,50.0,2,2,18.5,2.7,0,1,50.0,50.0,1,1,0.0,2,18.2,0,1,,,,,61.8,73.3,65.5,72.8,,,,0,0,2,0.0,127.1,0.0,0,0,0,0,1,0,0.0,21,10.5,0,163,66.7,94.2,92.9,71.9,87.5,8,8,23.0,3.77,0,1,12.5,87.5,7,2,0.0,9,81.8,0,7,,,,,65.1,94.8,69.8,92.9,,,69.3,0,1,9,0.0,118.8,0.0,0,1,0,0,1,1,11.1,219,27.4,87.5,8,8,24.1,3.23,0,2,25.0,87.5,7,0,0.0,8,72.7,0,6,,,,,64.9,94.8,69.5,94.4,,,,0,1,8,,118.8,0.0,0,0,0,0,2,1,12.5,221,27.6,0,50.0,2,2,14.0,4.5,0,0,0.0,50.0,1,3,0.0,3,27.3,0,2,,,,,62.7,76.9,66.6,58.6,,,69.3,0,0,3,0.0,83.3,0.0,0,1,0,0,0,0,0.0,19,9.5
Jason Brown,109060,QB,VA TECH,1,11,,0,0,,3.7,0,0,,,0,1,,1,9.1,0,0,,,,,60.3,58.5,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,337,65.8,74.2,73.7,,75.0,8,9,8.8,2.78,1,1,10.0,44.4,4,2,33.3,10,90.9,2,2,,,,,65.6,79.4,70.4,78.8,,,,0,0,11,50.0,55.3,10.0,1,0,0,0,0,0,0.0,35,3.9,85.7,7,8,6.7,2.33,1,1,11.1,50.0,4,0,33.3,8,72.7,2,2,,,,,65.1,87.2,69.8,86.5,,,,0,0,9,,62.0,0.0,0,0,0,0,0,0,0.0,35,4.4,0,0.0,1,1,23.0,4.3,0,0,0.0,0.0,0,3,,3,27.3,0,0,,,,,62.7,39.8,66.6,40.2,,,,0,0,3,66.7,39.6,66.7,2,0,0,0,0,0,0.0,0,0.0
Cade Fortin,77620,QB,ARKANSAS,1,11,66.7,3,4,9.3,2.95,0,0,0.0,50.0,2,3,0.0,4,36.4,0,1,,,,,10.7,37.4,67.4,37.7,,,,0,0,4,0.0,65.6,0.0,0,0,0,1,0,1,25.0,21,5.3,0,111,18.5,46.8,41.6,64.2,33.3,6,6,17.0,2.71,0,0,0.0,33.3,2,0,0.0,7,63.6,0,2,,,,,64.6,58.2,69.1,52.3,,,64.2,0,0,7,,42.4,0.0,0,1,0,0,0,0,0.0,14,2.3,42.9,7,7,15.6,2.59,0,0,0.0,42.9,3,0,0.0,8,72.7,0,3,,,,,64.9,58.5,69.5,53.2,,,64.2,0,0,8,,55.7,0.0,0,1,0,0,0,0,0.0,30,4.3,0,50.0,2,3,10.5,3.37,0,0,0.0,33.3,1,3,0.0,3,27.3,0,0,,,,,9.4,33.5,66.6,34.0,,,,0,0,3,0.0,42.4,0.0,0,0,0,1,0,1,33.3,5,1.7
Braxton Burmeister,60513,QB,S DIEGO ST,1,10,,0,0,,5.0,0,0,,,0,1,,1,10.0,0,0,,,,,60.3,55.1,63.6,,,,57.8,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,284,72.1,44.8,36.5,57.0,42.9,7,8,12.1,4.67,0,1,11.1,25.0,2,6,33.3,9,90.0,1,1,,,,,65.4,36.2,70.1,36.5,,,,0,1,10,16.7,4.7,11.1,1,0,0,1,0,1,10.0,33,4.1,33.3,3,3,13.0,3.17,0,1,25.0,0.0,0,0,100.0,3,30.0,1,0,,,,,63.3,35.2,67.4,35.7,,,,0,1,4,,0.0,0.0,0,0,0,0,0,1,25.0,0,0.0,0,50.0,4,5,11.5,5.36,0,0,0.0,40.0,2,7,0.0,7,70.0,0,1,,,,,64.6,46.6,69.1,48.6,,,57.8,0,0,7,14.3,62.9,14.3,1,1,0,1,0,0,0.0,33,6.6
Haaziq Daniels,125263,QB,AIR FORCE,1,10,75.0,8,8,15.6,2.82,0,0,0.0,75.0,6,4,0.0,9,90.0,0,5,,,,,65.4,75.3,70.1,74.7,,,,0,0,10,25.0,156.3,11.1,1,0,0,0,1,0,0.0,156,19.5,0,101,20.1,63.1,73.3,56.5,,0,0,,3.5,0,0,,,0,1,,1,10.0,0,0,,,,,,60.0,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,100.0,5,5,10.6,2.9,0,0,0.0,100.0,5,0,0.0,5,50.0,0,4,,,,,63.8,90.2,68.1,90.0,,,,0,0,5,,158.3,0.0,0,0,0,0,1,0,0.0,128,25.6,2,33.3,3,3,24.0,2.88,0,0,0.0,33.3,1,5,0.0,5,50.0,0,1,,,,,63.8,51.4,68.6,51.4,,,,0,0,6,40.0,68.8,40.0,2,0,0,0,0,0,0.0,28,9.3
Taylen Green,145996,QB,BOISE ST,1,10,57.1,7,7,9.7,2.8,0,0,0.0,57.1,4,1,0.0,7,70.0,0,2,,,,,64.6,52.4,69.1,52.4,,,,0,0,7,0.0,68.2,0.0,0,0,0,0,0,1,14.3,31,4.4,0,120,71.6,83.3,64.2,81.7,33.3,3,3,12.0,3.8,0,1,33.3,33.3,1,1,0.0,3,30.0,0,1,,,,,62.7,79.5,66.6,78.9,,,,0,1,3,0.0,13.9,0.0,0,0,0,0,0,0,0.0,17,5.7,50.0,8,8,7.1,2.29,0,0,0.0,50.0,4,0,0.0,8,80.0,0,2,,,,,64.9,63.0,69.5,62.7,,,,0,1,8,,20.3,0.0,0,0,0,0,0,0,0.0,31,3.9,0,50.0,2,2,23.5,6.35,0,1,50.0,50.0,1,2,0.0,2,20.0,0,1,,,,,61.8,64.1,65.5,63.9,,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,1,50.0,17,8.5
Chance Nolan,78493,QB,OREGON ST,1,8,25.0,4,4,24.3,2.94,0,0,0.0,25.0,1,2,0.0,5,62.5,0,1,,,,,63.8,36.2,68.1,38.8,,,57.0,0,1,5,0.0,3.1,0.0,0,1,0,0,0,1,20.0,15,3.8,0,265,67.2,31.4,27.8,62.3,50.0,2,3,9.0,3.73,0,0,0.0,33.3,1,1,0.0,3,37.5,0,1,,,,,62.7,27.9,66.6,28.1,,,,0,1,3,0.0,5.6,0.0,0,0,0,1,0,1,33.3,11,3.7,40.0,5,5,20.4,2.9,0,0,0.0,40.0,2,0,0.0,5,62.5,0,2,,,,,63.8,31.8,68.1,32.4,,,,0,1,5,,17.5,0.0,0,0,0,0,0,1,20.0,26,5.2,0,0.0,1,2,13.0,3.8,0,0,0.0,0.0,0,3,,3,37.5,0,0,,,,,62.7,29.5,66.6,31.4,,,57.0,0,1,3,0.0,0.0,0.0,0,1,0,1,0,1,33.3,0,0.0
Jarret Doege,60353,QB,TROY,1,8,80.0,5,5,8.8,1.96,0,0,0.0,80.0,4,2,0.0,5,62.5,0,0,,,,,64.2,53.9,68.6,53.9,,,,0,0,6,0.0,130.4,0.0,0,0,0,0,2,0,0.0,29,5.8,1,318,21.9,58.1,66.0,49.2,100.0,3,3,12.3,2.63,0,0,0.0,100.0,3,0,0.0,3,37.5,0,2,,,,,62.7,78.0,66.6,77.4,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,42,14.0,83.3,6,6,8.2,2.18,0,0,0.0,83.3,5,0,0.0,6,75.0,0,2,,,,,64.2,68.4,68.6,68.1,,,,0,0,6,,97.9,0.0,0,0,0,0,0,0,0.0,45,7.5,1,100.0,2,2,16.0,2.3,0,0,0.0,100.0,2,2,0.0,2,25.0,0,0,,,,,62.7,59.4,66.6,59.3,,,,0,0,3,0.0,158.3,0.0,0,0,0,0,2,0,0.0,26,13.0
Cade Ballard,102861,QB,ARMY,1,8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,114,72.1,29.3,24.2,64.6,14.3,7,7,19.6,2.65,0,0,0.0,14.3,1,2,0.0,8,100.0,0,1,,,,,64.9,23.8,69.5,24.2,,,,0,1,8,50.0,0.0,12.5,1,0,0,0,0,3,37.5,11,1.6,0.0,6,6,21.7,2.58,0,0,0.0,0.0,0,0,,6,75.0,0,0,,,,,64.2,22.7,68.6,23.1,,,,0,1,6,,0.0,0.0,0,0,0,0,0,3,50.0,0,0.0,0,100.0,1,1,7.0,2.85,0,0,0.0,100.0,1,2,0.0,2,25.0,0,1,,,,,61.8,58.0,65.5,57.9,,,,0,0,2,50.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0
Brock Domann,102351,QB,LOUISVILLE,1,8,0.0,4,5,20.5,3.02,0,0,0.0,0.0,0,4,,5,62.5,0,0,,,,,63.8,37.7,68.1,38.1,,,,1,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,210,65.1,42.7,42.4,,33.3,3,3,19.3,2.67,0,0,0.0,33.3,1,1,0.0,3,37.5,0,1,,,,,63.3,56.6,67.4,56.6,,,,0,0,4,0.0,56.3,0.0,0,0,0,0,0,0,0.0,19,6.3,33.3,3,3,10.7,2.77,0,0,0.0,33.3,1,0,0.0,3,37.5,0,1,,,,,63.3,59.2,67.4,59.1,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,19,6.3,0,0.0,4,5,27.0,2.96,0,0,0.0,0.0,0,5,,5,62.5,0,0,,,,,63.8,35.6,68.1,36.1,,,,1,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Liu Aumavae,158776,QB,S DIEGO ST,1,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,284,64.6,50.9,50.3,,14.3,7,7,13.9,2.46,0,1,14.3,0.0,0,0,100.0,7,100.0,1,0,,,,,64.6,50.2,69.1,50.3,,,,0,0,7,,39.6,0.0,0,0,0,0,0,1,14.3,0,0.0,14.3,7,7,13.9,2.46,0,1,14.3,0.0,0,0,100.0,7,100.0,1,0,,,,,64.6,50.2,69.1,50.3,,,,0,0,7,,39.6,0.0,0,0,0,0,0,1,14.3,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chandler Fields,97286,QB,LA LAFAYET,1,7,60.0,5,5,5.0,2.38,0,0,0.0,40.0,2,1,33.3,5,71.4,1,0,,,,,63.8,31.2,68.1,31.7,,,,0,1,5,0.0,8.3,0.0,0,0,0,0,0,1,20.0,8,1.6,0,207,65.9,45.2,44.5,59.5,100.0,2,2,6.5,3.25,0,0,0.0,100.0,2,1,0.0,2,28.6,0,1,,,,,61.8,74.2,65.5,73.7,,,,0,0,2,0.0,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,80.0,5,5,6.4,2.16,0,0,0.0,60.0,3,0,25.0,5,71.4,1,1,,,,,63.8,45.6,68.1,45.8,,,,0,1,5,,30.0,0.0,0,0,0,0,0,1,20.0,21,4.2,0,50.0,2,2,3.0,3.8,0,0,0.0,50.0,1,2,0.0,2,28.6,0,0,,,,,61.8,54.4,65.5,54.5,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0
Garrett Nussmeier,146757,QB,LSU,1,6,0.0,1,1,5.0,1.8,0,0,0.0,0.0,0,0,,1,16.7,0,0,,,,,60.3,54.8,63.6,55.3,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,211,68.0,58.5,56.1,60.8,80.0,5,5,4.2,1.92,0,0,0.0,40.0,2,0,50.0,5,83.3,2,0,,,,,63.8,60.8,68.1,60.7,,,,0,0,5,,47.9,0.0,0,0,0,0,0,0,0.0,5,1.0,66.7,6,6,4.3,1.9,0,0,0.0,33.3,2,0,50.0,6,100.0,2,0,,,,,64.2,56.2,68.6,56.1,,,,0,0,6,,42.4,0.0,0,0,0,0,0,0,0.0,5,0.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Justin Ibieta,123220,QB,TULANE,1,6,100.0,1,1,-1.0,1.8,0,0,0.0,100.0,1,1,0.0,1,16.7,0,0,,,,,60.3,60.6,63.6,60.4,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,0,319,64.2,73.6,65.5,64.9,100.0,4,4,-3.0,2.64,0,0,0.0,100.0,4,1,0.0,5,83.3,0,3,,,,,63.8,73.7,68.1,64.8,,,64.9,0,0,5,0.0,118.8,0.0,0,1,0,0,0,0,0.0,56,14.0,100.0,4,4,-3.0,1.93,0,0,0.0,100.0,4,0,0.0,4,66.7,0,3,,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,56,14.0,0,100.0,1,1,-1.0,3.65,0,0,0.0,100.0,1,2,0.0,2,33.3,0,0,,,,,61.8,73.3,65.5,60.4,,,64.9,0,0,2,0.0,79.2,0.0,0,1,0,0,0,0,0.0,1,1.0
Ari Patu,146360,QB,STANFORD,1,5,100.0,2,2,13.0,2.05,0,1,50.0,100.0,2,0,0.0,2,40.0,0,2,,,,,61.8,80.5,65.5,79.8,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,28,14.0,0,300,63.8,73.0,72.6,,50.0,2,3,18.0,3.6,0,0,0.0,33.3,1,2,0.0,3,60.0,0,1,,,,,62.7,57.1,66.6,57.0,,,,0,0,3,0.0,45.1,0.0,0,0,0,1,0,0,0.0,11,3.7,100.0,3,3,10.0,1.97,0,1,33.3,100.0,3,0,0.0,3,60.0,0,3,,,,,62.7,79.9,66.6,79.3,,,,0,0,3,,158.3,0.0,0,0,0,0,1,0,0.0,39,13.0,0,0.0,1,2,32.0,4.5,0,0,0.0,0.0,0,2,,2,40.0,0,0,,,,,61.8,55.5,65.5,55.5,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Ty Thompson,146568,QB,OREGON,1,5,0.0,1,1,14.0,2.6,0,0,0.0,0.0,0,0,,1,20.0,0,0,,,,,60.3,56.5,63.6,56.6,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,264,65.7,52.6,52.1,59.7,66.7,3,4,5.7,1.93,1,0,0.0,25.0,1,1,50.0,4,80.0,1,0,,,,,63.8,53.4,68.1,53.4,,,,0,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3,0.8,66.7,3,4,3.3,2.0,1,0,0.0,25.0,1,0,50.0,4,80.0,1,0,,,,,63.3,57.4,67.4,57.3,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,3,0.8,0,0.0,1,1,21.0,2.3,0,0,0.0,0.0,0,1,,1,20.0,0,0,,,,,61.8,51.1,65.5,51.3,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Kyle Crum,158784,QB,S DIEGO ST,1,4,,0,0,,3.3,0,0,,,0,1,,1,25.0,0,0,,,,,23.7,54.9,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,,0,284,0.4,23.5,22.8,57.5,0.0,1,1,29.0,3.3,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,,9.4,28.1,66.6,28.4,,,,0,0,3,100.0,39.6,66.7,2,0,0,0,0,1,33.3,0,0.0,0.0,1,1,29.0,2.1,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,60.3,58.9,63.6,58.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,3.7,0,0,,,0,3,,3,75.0,0,0,,,,,0.0,20.8,66.6,21.4,,,,0,0,3,100.0,0.0,100.0,3,0,0,0,0,2,66.7,0,
Braylon Braxton,144442,QB,TULSA,1,4,0.0,1,1,8.0,2.7,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,61.8,69.4,65.5,69.0,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,320,68.9,61.3,63.9,58.5,100.0,1,1,2.0,3.07,0,0,0.0,100.0,1,2,0.0,3,75.0,0,1,,,,,62.7,55.9,66.6,55.9,,,,0,0,3,100.0,116.7,66.7,2,0,0,0,0,0,0.0,12,12.0,50.0,2,2,5.0,3.0,0,0,0.0,50.0,1,0,0.0,2,50.0,0,1,,,,,61.8,72.3,65.5,71.9,,,,0,0,2,,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0,0,,0,0,,2.95,0,0,,,0,2,,2,50.0,0,0,,,,,62.7,52.5,66.6,52.6,,,,0,0,3,100.0,0.0,100.0,2,0,0,0,0,0,0.0,0,
Brady McBride,77641,QB,APP STATE,1,4,100.0,2,2,14.0,3.33,0,1,50.0,100.0,2,0,0.0,3,75.0,0,2,,,,,62.7,79.9,66.6,86.9,,,57.8,0,0,3,,118.8,0.0,0,1,0,0,0,0,0.0,33,16.5,0,108,63.3,70.0,74.7,57.8,0.0,1,1,42.0,2.6,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,60.3,49.6,63.6,49.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,66.7,3,3,23.3,3.15,0,1,33.3,66.7,2,0,0.0,4,100.0,0,2,,,,,63.3,69.8,67.4,74.7,,,57.8,0,0,4,,103.5,0.0,0,1,0,0,0,0,0.0,33,11.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Kai Millner,146286,QB,CAL,1,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,130,63.3,56.3,56.2,,50.0,4,4,9.8,2.0,0,0,0.0,25.0,1,0,50.0,4,100.0,1,0,,,,,63.3,56.3,67.4,56.2,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,7,1.8,50.0,4,4,9.8,2.0,0,0,0.0,25.0,1,0,50.0,4,100.0,1,0,,,,,63.3,56.3,67.4,56.2,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,7,1.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jacolby Criswell,122830,QB,N CAROLINA,1,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,245,65.2,55.6,57.2,59.2,66.7,3,4,3.0,2.18,1,0,0.0,25.0,1,2,50.0,4,100.0,1,0,,,,,63.3,57.3,67.4,57.2,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,4,1.0,50.0,2,2,3.5,1.85,0,0,0.0,0.0,0,0,100.0,2,50.0,1,0,,,,,61.8,57.9,65.5,57.9,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,2,2.0,2.5,1,0,0.0,50.0,1,2,0.0,2,50.0,0,0,,,,,61.8,58.9,65.5,58.9,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0
Luke Doty,124230,QB,S CAROLINA,1,3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,289,64.8,73.2,63.3,63.0,100.0,3,3,-4.3,2.53,0,0,0.0,100.0,3,1,0.0,3,100.0,0,0,,,,,62.7,63.5,66.6,63.3,,,,0,0,3,0.0,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,100.0,2,2,-4.5,2.45,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0,,,,,61.8,62.3,65.5,62.1,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,0,100.0,1,1,-4.0,2.7,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0,,,,,60.3,60.6,63.6,60.4,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0
Kyle McCord,145053,QB,OHIO STATE,1,3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,260,62.7,59.8,59.3,,66.7,3,3,4.7,2.17,0,0,0.0,66.7,2,1,0.0,3,100.0,0,0,,,,,62.7,59.4,66.6,59.3,,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3,50.0,2,2,4.5,2.35,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,,61.8,57.9,65.5,57.9,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,0,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0,,,,,60.3,61.1,63.6,61.0,,,,0,0,1,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Jacob Zeno,98014,QB,UAB,1,3,0.0,2,2,17.5,3.8,0,0,0.0,0.0,0,1,,2,66.7,0,0,,,,,61.8,51.3,65.5,51.4,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,321,63.8,64.9,64.3,,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,62.7,73.0,66.6,72.6,,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,50.0,2,2,14.0,1.35,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,,63.3,69.8,67.4,69.4,,,,0,0,4,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,0,0.0,1,1,3.0,5.5,0,0,0.0,0.0,0,1,,1,33.3,0,0,,,,,60.3,56.9,63.6,57.7,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
